Month,Day,Year,Sender,Recipient
8,17,2000,108,5
8,17,2000,108,5
8,17,2000,108,5
8,17,2000,108,113
8,17,2000,108,113
8,17,2000,108,113
8,17,2000,108,115
8,17,2000,108,115
8,17,2000,108,115
8,17,2000,179,179
8,17,2000,179,179
8,17,2000,179,179
8,17,2000,179,179
8,17,2000,168,159
8,17,2000,168,159
8,17,2000,168,159
8,17,2000,168,159
8,17,2000,126,65
8,17,2000,126,65
8,17,2000,126,65
8,17,2000,126,65
8,17,2000,40,119
8,17,2000,40,119
8,17,2000,40,119
8,17,2000,40,119
8,17,2000,156,166
8,17,2000,156,166
8,17,2000,79,5
8,17,2000,79,5
8,17,2000,79,5
8,17,2000,79,5
8,17,2000,79,108
8,17,2000,79,108
8,17,2000,79,108
8,17,2000,79,108
8,17,2000,125,96
8,17,2000,125,96
8,17,2000,125,96
8,17,2000,125,96
8,17,2000,179,179
8,17,2000,179,179
8,17,2000,179,179
8,17,2000,179,179
8,17,2000,179,179
8,17,2000,179,179
8,17,2000,179,179
8,17,2000,179,179
8,17,2000,155,158
8,17,2000,155,158
8,17,2000,155,158
8,17,2000,115,156
8,17,2000,115,156
8,17,2000,115,156
8,17,2000,115,156
8,17,2000,129,67
8,17,2000,129,67
8,17,2000,129,67
8,17,2000,129,67
8,17,2000,129,67
8,17,2000,129,67
8,17,2000,170,115
8,17,2000,170,115
8,17,2000,170,156
8,17,2000,170,156
8,17,2000,170,163
8,17,2000,170,163
8,17,2000,170,166
8,17,2000,170,166
8,17,2000,59,164
8,17,2000,59,164
8,17,2000,59,164
8,17,2000,59,164
8,17,2000,59,164
8,17,2000,168,125
8,17,2000,168,125
8,17,2000,168,125
8,17,2000,168,125
8,17,2000,168,125
8,17,2000,168,125
8,17,2000,168,125
8,17,2000,79,83
8,17,2000,79,83
8,17,2000,79,83
8,17,2000,79,83
8,17,2000,170,161
8,17,2000,170,161
8,17,2000,179,179
8,17,2000,179,179
8,17,2000,179,179
8,17,2000,179,179
8,17,2000,179,179
8,17,2000,179,179
8,17,2000,179,179
8,17,2000,179,179
8,17,2000,170,161
8,17,2000,170,161
8,17,2000,129,67
8,17,2000,129,67
8,17,2000,129,67
8,17,2000,129,67
8,17,2000,129,67
8,17,2000,129,67
8,17,2000,129,67
8,17,2000,129,67
8,17,2000,156,166
8,17,2000,156,166
8,17,2000,170,166
8,17,2000,170,166
8,17,2000,170,39
8,17,2000,170,39
8,17,2000,170,66
8,17,2000,170,66
8,17,2000,170,111
8,17,2000,170,111
8,17,2000,170,161
8,17,2000,170,161
8,17,2000,30,116
8,17,2000,30,116
8,17,2000,115,156
8,17,2000,115,156
8,17,2000,59,64
8,17,2000,59,64
8,17,2000,59,64
8,17,2000,59,64
8,17,2000,59,64
8,17,2000,59,147
8,17,2000,59,147
8,17,2000,59,147
8,17,2000,59,147
8,17,2000,59,147
8,17,2000,59,164
8,17,2000,59,164
8,17,2000,59,164
8,17,2000,59,164
8,17,2000,59,164
8,18,2000,156,115
8,18,2000,156,115
8,18,2000,156,115
8,18,2000,156,115
8,18,2000,179,179
8,18,2000,179,179
8,18,2000,27,91
8,18,2000,27,91
8,18,2000,27,91
8,18,2000,27,91
8,18,2000,27,142
8,18,2000,27,142
8,18,2000,27,142
8,18,2000,27,142
8,18,2000,170,115
8,18,2000,170,115
8,18,2000,170,115
8,18,2000,170,115
8,18,2000,170,115
8,18,2000,170,115
8,18,2000,170,115
8,18,2000,170,115
8,18,2000,170,115
8,18,2000,170,115
8,18,2000,30,51
8,18,2000,30,51
8,18,2000,30,51
8,18,2000,30,51
8,18,2000,111,170
8,18,2000,111,170
8,18,2000,30,51
8,18,2000,30,51
8,18,2000,30,51
8,18,2000,30,51
8,18,2000,30,116
8,18,2000,30,116
8,18,2000,30,116
8,18,2000,30,116
8,18,2000,28,83
8,18,2000,28,83
8,18,2000,28,83
8,18,2000,28,83
8,18,2000,28,83
8,18,2000,28,83
8,18,2000,28,83
8,18,2000,28,83
8,18,2000,40,119
8,18,2000,40,119
8,18,2000,40,119
8,18,2000,40,119
8,18,2000,119,40
8,18,2000,119,40
8,18,2000,28,83
8,18,2000,28,83
8,18,2000,28,83
8,18,2000,28,83
8,18,2000,28,83
8,18,2000,28,83
8,18,2000,28,83
8,18,2000,28,83
8,18,2000,30,116
8,18,2000,30,116
8,18,2000,115,170
8,18,2000,115,170
8,18,2000,115,170
8,18,2000,115,170
8,18,2000,115,170
8,18,2000,115,170
8,18,2000,115,170
8,18,2000,115,170
8,18,2000,179,179
8,18,2000,179,179
8,18,2000,179,179
8,18,2000,179,179
8,18,2000,179,179
8,18,2000,179,179
8,18,2000,179,179
8,18,2000,179,179
8,18,2000,179,179
8,18,2000,179,179
8,18,2000,40,119
8,18,2000,40,119
8,18,2000,40,119
8,18,2000,40,119
8,18,2000,40,142
8,18,2000,40,142
8,18,2000,40,142
8,18,2000,40,142
8,18,2000,64,59
8,18,2000,64,59
8,18,2000,26,26
8,18,2000,26,26
8,18,2000,26,26
8,18,2000,26,96
8,18,2000,26,96
8,18,2000,26,96
8,18,2000,26,96
8,18,2000,26,96
8,18,2000,26,96
8,18,2000,26,125
8,18,2000,26,125
8,18,2000,26,125
8,18,2000,26,125
8,18,2000,26,125
8,18,2000,26,125
8,18,2000,26,168
8,18,2000,26,168
8,18,2000,26,168
8,18,2000,26,168
8,18,2000,26,168
8,18,2000,26,168
8,18,2000,30,161
8,18,2000,30,161
8,18,2000,158,83
8,18,2000,158,83
8,18,2000,158,83
8,18,2000,158,83
8,18,2000,158,83
8,18,2000,158,83
8,18,2000,158,83
8,18,2000,158,83
8,18,2000,110,59
8,18,2000,110,59
8,18,2000,110,59
8,18,2000,110,59
8,18,2000,110,59
8,18,2000,110,59
8,18,2000,110,59
8,18,2000,110,59
8,18,2000,110,59
8,18,2000,110,59
8,18,2000,110,59
8,18,2000,110,59
8,18,2000,110,164
8,18,2000,110,164
8,18,2000,110,164
8,18,2000,110,164
8,18,2000,110,164
8,18,2000,110,164
8,18,2000,156,115
8,18,2000,156,115
8,18,2000,156,115
8,18,2000,156,115
8,18,2000,156,115
8,18,2000,115,156
8,18,2000,115,156
8,18,2000,154,25
8,18,2000,154,25
8,18,2000,154,25
8,18,2000,154,25
8,18,2000,154,27
8,18,2000,154,27
8,18,2000,154,27
8,18,2000,154,27
8,18,2000,154,61
8,18,2000,154,61
8,18,2000,154,61
8,18,2000,154,61
8,18,2000,154,62
8,18,2000,154,62
8,18,2000,154,62
8,18,2000,154,62
8,18,2000,154,88
8,18,2000,154,88
8,18,2000,154,88
8,18,2000,154,88
8,18,2000,154,91
8,18,2000,154,91
8,18,2000,154,91
8,18,2000,154,91
8,18,2000,154,142
8,18,2000,154,142
8,18,2000,154,142
8,18,2000,154,142
8,18,2000,154,144
8,18,2000,154,144
8,18,2000,154,144
8,18,2000,154,144
8,20,2000,115,108
8,20,2000,115,108
8,20,2000,83,158
8,20,2000,83,158
8,20,2000,83,158
8,20,2000,83,28
8,20,2000,83,28
8,20,2000,83,28
8,20,2000,83,28
8,20,2000,40,119
8,20,2000,40,119
8,20,2000,40,119
8,20,2000,40,119
8,20,2000,40,142
8,20,2000,40,142
8,20,2000,40,142
8,20,2000,40,142
8,21,2000,164,64
8,21,2000,164,64
8,21,2000,164,64
8,21,2000,164,64
8,21,2000,164,64
8,21,2000,164,64
8,21,2000,164,64
8,21,2000,164,64
8,21,2000,164,64
8,21,2000,164,64
8,21,2000,164,64
8,21,2000,164,64
8,21,2000,164,147
8,21,2000,164,147
8,21,2000,164,147
8,21,2000,164,147
8,21,2000,164,147
8,21,2000,164,147
8,21,2000,164,147
8,21,2000,164,147
8,21,2000,164,147
8,21,2000,164,147
8,21,2000,164,147
8,21,2000,164,147
8,21,2000,164,164
8,21,2000,164,164
8,21,2000,164,164
8,21,2000,164,164
8,21,2000,164,164
8,21,2000,164,164
8,21,2000,164,164
8,21,2000,164,164
8,21,2000,164,164
8,21,2000,164,164
8,21,2000,164,164
8,21,2000,164,164
8,21,2000,164,59
8,21,2000,164,59
8,21,2000,164,59
8,21,2000,164,59
8,21,2000,164,59
8,21,2000,164,59
8,21,2000,164,59
8,21,2000,164,59
8,21,2000,164,59
8,21,2000,164,59
8,21,2000,164,59
8,21,2000,164,147
8,21,2000,164,147
8,21,2000,164,147
8,21,2000,164,147
8,21,2000,164,147
8,21,2000,164,159
8,21,2000,164,159
8,21,2000,164,159
8,21,2000,164,159
8,21,2000,164,159
8,21,2000,164,159
8,21,2000,164,159
8,21,2000,164,159
8,21,2000,164,159
8,21,2000,164,159
8,21,2000,156,170
8,21,2000,156,170
8,21,2000,156,170
8,21,2000,156,170
8,21,2000,156,115
8,21,2000,156,115
8,21,2000,156,115
8,21,2000,156,115
8,21,2000,40,119
8,21,2000,40,119
8,21,2000,40,119
8,21,2000,40,119
8,21,2000,79,83
8,21,2000,79,83
8,21,2000,79,83
8,21,2000,79,83
8,21,2000,156,163
8,21,2000,156,163
8,21,2000,79,141
8,21,2000,79,141
8,21,2000,79,141
8,21,2000,79,141
8,21,2000,163,156
8,21,2000,163,156
8,21,2000,170,39
8,21,2000,170,39
8,21,2000,170,66
8,21,2000,170,66
8,21,2000,170,111
8,21,2000,170,111
8,21,2000,170,161
8,21,2000,170,161
8,21,2000,170,156
8,21,2000,170,156
8,21,2000,170,156
8,21,2000,170,156
8,21,2000,154,28
8,21,2000,154,28
8,21,2000,154,28
8,21,2000,154,28
8,21,2000,83,37
8,21,2000,83,37
8,21,2000,83,37
8,21,2000,83,37
8,21,2000,156,163
8,21,2000,156,163
8,21,2000,40,119
8,21,2000,40,119
8,21,2000,40,119
8,21,2000,40,119
8,21,2000,115,156
8,21,2000,115,156
8,21,2000,40,119
8,21,2000,40,119
8,21,2000,40,119
8,21,2000,40,119
8,21,2000,40,142
8,21,2000,40,142
8,21,2000,40,142
8,21,2000,40,142
8,21,2000,83,68
8,21,2000,83,68
8,21,2000,83,68
8,21,2000,83,68
8,21,2000,83,148
8,21,2000,83,148
8,21,2000,83,148
8,21,2000,83,148
8,21,2000,83,164
8,21,2000,83,164
8,21,2000,83,164
8,21,2000,83,164
8,21,2000,179,99
8,21,2000,179,99
8,21,2000,179,99
8,21,2000,179,99
8,21,2000,83,79
8,21,2000,83,79
8,21,2000,83,79
8,21,2000,119,40
8,21,2000,119,40
8,21,2000,110,164
8,21,2000,110,164
8,21,2000,110,164
8,21,2000,110,164
8,21,2000,110,164
8,21,2000,110,164
8,21,2000,40,142
8,21,2000,40,142
8,21,2000,40,142
8,21,2000,79,83
8,21,2000,79,83
8,21,2000,79,83
8,21,2000,30,161
8,21,2000,30,161
8,21,2000,8,97
8,21,2000,8,97
8,21,2000,8,97
8,21,2000,8,97
8,21,2000,116,51
8,21,2000,116,51
8,21,2000,158,4
8,21,2000,158,4
8,21,2000,158,4
8,21,2000,158,4
8,21,2000,158,47
8,21,2000,158,47
8,21,2000,158,47
8,21,2000,158,47
8,21,2000,158,57
8,21,2000,158,57
8,21,2000,158,57
8,21,2000,158,57
8,21,2000,158,127
8,21,2000,158,127
8,21,2000,158,127
8,21,2000,158,127
8,21,2000,158,141
8,21,2000,158,141
8,21,2000,158,141
8,21,2000,158,141
8,21,2000,79,102
8,21,2000,79,102
8,21,2000,79,102
8,21,2000,79,102
8,21,2000,79,128
8,21,2000,79,128
8,21,2000,79,128
8,21,2000,79,128
8,21,2000,79,140
8,21,2000,79,140
8,21,2000,79,140
8,21,2000,79,140
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,57
8,21,2000,179,57
8,21,2000,179,57
8,21,2000,179,57
8,21,2000,179,57
8,21,2000,179,57
8,21,2000,179,57
8,21,2000,179,57
8,21,2000,179,67
8,21,2000,179,67
8,21,2000,179,67
8,21,2000,179,67
8,21,2000,179,67
8,21,2000,179,67
8,21,2000,179,67
8,21,2000,179,67
8,21,2000,179,83
8,21,2000,179,83
8,21,2000,179,83
8,21,2000,179,83
8,21,2000,179,83
8,21,2000,179,83
8,21,2000,179,83
8,21,2000,179,83
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,170,115
8,21,2000,170,115
8,21,2000,170,156
8,21,2000,170,156
8,21,2000,170,163
8,21,2000,170,163
8,21,2000,170,166
8,21,2000,170,166
8,21,2000,156,170
8,21,2000,156,170
8,21,2000,156,170
8,21,2000,156,170
8,21,2000,104,96
8,21,2000,104,96
8,21,2000,104,96
8,21,2000,104,96
8,21,2000,104,96
8,21,2000,104,96
8,21,2000,104,125
8,21,2000,104,125
8,21,2000,104,125
8,21,2000,104,125
8,21,2000,104,125
8,21,2000,104,125
8,21,2000,30,161
8,21,2000,30,161
8,21,2000,110,179
8,21,2000,110,179
8,21,2000,110,179
8,21,2000,110,179
8,21,2000,18,89
8,21,2000,18,89
8,21,2000,18,89
8,21,2000,18,89
8,21,2000,18,89
8,21,2000,18,89
8,21,2000,18,89
8,21,2000,18,89
8,21,2000,52,83
8,21,2000,52,83
8,21,2000,52,83
8,21,2000,52,158
8,21,2000,52,158
8,21,2000,52,158
8,21,2000,119,40
8,21,2000,119,40
8,21,2000,119,40
8,21,2000,119,40
8,21,2000,147,164
8,21,2000,147,164
8,21,2000,147,164
8,21,2000,147,164
8,21,2000,147,164
8,21,2000,119,40
8,21,2000,119,40
8,21,2000,119,40
8,21,2000,119,40
8,21,2000,170,115
8,21,2000,170,115
8,21,2000,170,115
8,21,2000,170,115
8,21,2000,170,115
8,21,2000,170,166
8,21,2000,170,166
8,21,2000,170,166
8,21,2000,170,166
8,21,2000,170,166
8,21,2000,170,166
8,21,2000,170,166
8,21,2000,170,166
8,21,2000,170,166
8,21,2000,170,166
8,21,2000,110,164
8,21,2000,110,164
8,21,2000,110,164
8,21,2000,110,164
8,21,2000,110,164
8,21,2000,110,164
8,21,2000,179,83
8,21,2000,179,83
8,21,2000,179,83
8,21,2000,179,83
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,179,179
8,21,2000,115,54
8,21,2000,115,54
8,22,2000,129,67
8,22,2000,129,67
8,22,2000,129,67
8,22,2000,129,67
8,22,2000,79,37
8,22,2000,79,37
8,22,2000,79,37
8,22,2000,79,37
8,22,2000,79,37
8,22,2000,79,37
8,22,2000,79,37
8,22,2000,79,37
8,22,2000,170,39
8,22,2000,170,39
8,22,2000,170,66
8,22,2000,170,66
8,22,2000,170,111
8,22,2000,170,111
8,22,2000,170,161
8,22,2000,170,161
8,22,2000,163,156
8,22,2000,163,156
8,22,2000,156,163
8,22,2000,156,163
8,22,2000,156,163
8,22,2000,156,163
8,22,2000,179,67
8,22,2000,179,67
8,22,2000,179,67
8,22,2000,179,67
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,51,168
8,22,2000,51,168
8,22,2000,30,11
8,22,2000,30,11
8,22,2000,40,119
8,22,2000,40,119
8,22,2000,40,119
8,22,2000,40,119
8,22,2000,40,142
8,22,2000,40,142
8,22,2000,40,142
8,22,2000,40,142
8,22,2000,156,163
8,22,2000,156,163
8,22,2000,156,163
8,22,2000,156,163
8,22,2000,156,166
8,22,2000,156,166
8,22,2000,156,166
8,22,2000,156,166
8,22,2000,156,170
8,22,2000,156,170
8,22,2000,156,170
8,22,2000,156,170
8,22,2000,170,163
8,22,2000,170,163
8,22,2000,108,5
8,22,2000,108,5
8,22,2000,108,5
8,22,2000,108,115
8,22,2000,108,115
8,22,2000,108,115
8,22,2000,108,115
8,22,2000,108,115
8,22,2000,108,115
8,22,2000,7,47
8,22,2000,7,47
8,22,2000,7,47
8,22,2000,170,156
8,22,2000,170,156
8,22,2000,170,156
8,22,2000,170,156
8,22,2000,33,65
8,22,2000,33,65
8,22,2000,33,65
8,22,2000,33,78
8,22,2000,33,78
8,22,2000,33,78
8,22,2000,33,87
8,22,2000,33,87
8,22,2000,33,87
8,22,2000,156,166
8,22,2000,156,166
8,22,2000,115,170
8,22,2000,115,170
8,22,2000,115,170
8,22,2000,115,170
8,22,2000,164,64
8,22,2000,164,64
8,22,2000,164,64
8,22,2000,164,64
8,22,2000,164,64
8,22,2000,164,147
8,22,2000,164,147
8,22,2000,164,147
8,22,2000,164,147
8,22,2000,164,147
8,22,2000,164,59
8,22,2000,164,59
8,22,2000,164,59
8,22,2000,164,59
8,22,2000,164,59
8,22,2000,164,59
8,22,2000,164,147
8,22,2000,164,147
8,22,2000,164,147
8,22,2000,164,147
8,22,2000,164,147
8,22,2000,164,147
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,179,179
8,22,2000,164,159
8,22,2000,164,159
8,22,2000,164,159
8,22,2000,164,159
8,22,2000,164,159
8,22,2000,164,159
8,22,2000,164,59
8,22,2000,164,59
8,22,2000,164,59
8,22,2000,164,59
8,22,2000,164,59
8,22,2000,164,59
8,22,2000,164,147
8,22,2000,164,147
8,22,2000,164,147
8,22,2000,164,147
8,22,2000,164,147
8,22,2000,164,147
8,22,2000,30,161
8,22,2000,30,161
8,22,2000,30,161
8,22,2000,30,161
8,22,2000,159,164
8,22,2000,159,164
8,22,2000,159,164
8,22,2000,159,164
8,22,2000,159,164
8,22,2000,159,164
8,22,2000,59,64
8,22,2000,59,64
8,22,2000,59,64
8,22,2000,59,64
8,22,2000,115,166
8,22,2000,115,166
8,22,2000,115,166
8,22,2000,115,166
8,22,2000,115,166
8,22,2000,115,166
8,22,2000,115,166
8,22,2000,115,166
8,22,2000,115,170
8,22,2000,115,170
8,22,2000,115,170
8,22,2000,115,170
8,23,2000,27,91
8,23,2000,27,91
8,23,2000,27,91
8,23,2000,27,91
8,23,2000,67,179
8,23,2000,67,179
8,23,2000,67,179
8,23,2000,67,179
8,23,2000,67,179
8,23,2000,67,179
8,23,2000,119,177
8,23,2000,119,177
8,23,2000,119,177
8,23,2000,59,64
8,23,2000,59,64
8,23,2000,59,64
8,23,2000,59,64
8,23,2000,59,147
8,23,2000,59,147
8,23,2000,59,147
8,23,2000,59,147
8,23,2000,59,164
8,23,2000,59,164
8,23,2000,59,164
8,23,2000,59,164
8,23,2000,170,66
8,23,2000,170,66
8,23,2000,170,111
8,23,2000,170,111
8,23,2000,170,161
8,23,2000,170,161
8,23,2000,179,67
8,23,2000,179,67
8,23,2000,179,67
8,23,2000,179,67
8,23,2000,179,67
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,170,111
8,23,2000,170,111
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,115,156
8,23,2000,115,156
8,23,2000,168,34
8,23,2000,168,34
8,23,2000,168,34
8,23,2000,168,34
8,23,2000,168,34
8,23,2000,168,34
8,23,2000,170,156
8,23,2000,170,156
8,23,2000,170,156
8,23,2000,170,156
8,23,2000,170,163
8,23,2000,170,163
8,23,2000,170,163
8,23,2000,170,163
8,23,2000,20,149
8,23,2000,20,149
8,23,2000,20,149
8,23,2000,164,147
8,23,2000,164,147
8,23,2000,164,147
8,23,2000,164,147
8,23,2000,164,147
8,23,2000,164,147
8,23,2000,158,3
8,23,2000,158,3
8,23,2000,158,3
8,23,2000,158,3
8,23,2000,158,11
8,23,2000,158,11
8,23,2000,158,11
8,23,2000,158,11
8,23,2000,158,18
8,23,2000,158,18
8,23,2000,158,18
8,23,2000,158,18
8,23,2000,158,89
8,23,2000,158,89
8,23,2000,158,89
8,23,2000,158,89
8,23,2000,158,155
8,23,2000,158,155
8,23,2000,158,155
8,23,2000,158,155
8,23,2000,158,157
8,23,2000,158,157
8,23,2000,158,157
8,23,2000,158,157
8,23,2000,158,167
8,23,2000,158,167
8,23,2000,158,167
8,23,2000,158,167
8,23,2000,158,11
8,23,2000,158,11
8,23,2000,158,11
8,23,2000,158,11
8,23,2000,158,47
8,23,2000,158,47
8,23,2000,158,47
8,23,2000,158,47
8,23,2000,158,57
8,23,2000,158,57
8,23,2000,158,57
8,23,2000,158,57
8,23,2000,158,71
8,23,2000,158,71
8,23,2000,158,71
8,23,2000,158,71
8,23,2000,158,79
8,23,2000,158,79
8,23,2000,158,79
8,23,2000,158,79
8,23,2000,158,102
8,23,2000,158,102
8,23,2000,158,102
8,23,2000,158,102
8,23,2000,158,128
8,23,2000,158,128
8,23,2000,158,128
8,23,2000,158,128
8,23,2000,158,140
8,23,2000,158,140
8,23,2000,158,140
8,23,2000,158,140
8,23,2000,158,141
8,23,2000,158,141
8,23,2000,158,141
8,23,2000,158,141
8,23,2000,158,155
8,23,2000,158,155
8,23,2000,158,155
8,23,2000,158,155
8,23,2000,158,174
8,23,2000,158,174
8,23,2000,158,174
8,23,2000,158,174
8,23,2000,158,3
8,23,2000,158,3
8,23,2000,158,3
8,23,2000,158,3
8,23,2000,158,11
8,23,2000,158,11
8,23,2000,158,11
8,23,2000,158,11
8,23,2000,158,18
8,23,2000,158,18
8,23,2000,158,18
8,23,2000,158,18
8,23,2000,158,89
8,23,2000,158,89
8,23,2000,158,89
8,23,2000,158,89
8,23,2000,158,155
8,23,2000,158,155
8,23,2000,158,155
8,23,2000,158,155
8,23,2000,158,157
8,23,2000,158,157
8,23,2000,158,157
8,23,2000,158,157
8,23,2000,158,167
8,23,2000,158,167
8,23,2000,158,167
8,23,2000,158,167
8,23,2000,60,177
8,23,2000,60,177
8,23,2000,60,177
8,23,2000,60,177
8,23,2000,154,108
8,23,2000,154,108
8,23,2000,154,108
8,23,2000,154,108
8,23,2000,93,146
8,23,2000,93,146
8,23,2000,93,146
8,23,2000,93,146
8,23,2000,156,163
8,23,2000,156,163
8,23,2000,30,161
8,23,2000,30,161
8,23,2000,30,161
8,23,2000,30,161
8,23,2000,30,161
8,23,2000,30,161
8,23,2000,170,115
8,23,2000,170,115
8,23,2000,170,115
8,23,2000,170,115
8,23,2000,115,156
8,23,2000,115,156
8,23,2000,23,23
8,23,2000,23,23
8,23,2000,23,23
8,23,2000,23,23
8,23,2000,23,51
8,23,2000,23,51
8,23,2000,23,51
8,23,2000,23,51
8,23,2000,156,93
8,23,2000,156,93
8,23,2000,156,163
8,23,2000,156,163
8,23,2000,30,116
8,23,2000,30,116
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,181
8,23,2000,179,181
8,23,2000,179,181
8,23,2000,179,181
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,179,179
8,23,2000,170,66
8,23,2000,170,66
8,23,2000,170,111
8,23,2000,170,111
8,23,2000,170,161
8,23,2000,170,161
8,24,2000,40,119
8,24,2000,40,119
8,24,2000,40,119
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,61,98
8,24,2000,61,98
8,24,2000,61,98
8,24,2000,40,119
8,24,2000,40,119
8,24,2000,40,119
8,24,2000,40,119
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,83,97
8,24,2000,83,97
8,24,2000,83,97
8,24,2000,83,97
8,24,2000,83,97
8,24,2000,83,97
8,24,2000,83,97
8,24,2000,83,97
8,24,2000,179,179
8,24,2000,179,179
8,24,2000,179,179
8,24,2000,179,179
8,24,2000,179,179
8,24,2000,179,179
8,24,2000,179,179
8,24,2000,179,179
8,24,2000,179,179
8,24,2000,179,179
8,24,2000,179,179
8,24,2000,179,179
8,24,2000,179,179
8,24,2000,179,179
8,24,2000,179,179
8,24,2000,179,179
8,24,2000,179,179
8,24,2000,179,179
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,18,89
8,24,2000,18,89
8,24,2000,18,89
8,24,2000,18,89
8,24,2000,18,98
8,24,2000,18,98
8,24,2000,18,98
8,24,2000,18,98
8,24,2000,18,157
8,24,2000,18,157
8,24,2000,18,157
8,24,2000,18,157
8,24,2000,168,159
8,24,2000,168,159
8,24,2000,168,159
8,24,2000,168,159
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,34,168
8,24,2000,34,168
8,24,2000,34,168
8,24,2000,34,168
8,24,2000,168,34
8,24,2000,168,34
8,24,2000,168,34
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,156,115
8,24,2000,156,115
8,24,2000,156,115
8,24,2000,156,115
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,40,142
8,24,2000,142,119
8,24,2000,142,119
8,24,2000,142,119
8,24,2000,142,119
8,24,2000,155,67
8,24,2000,155,67
8,24,2000,155,67
8,24,2000,155,67
8,24,2000,142,4
8,24,2000,142,4
8,24,2000,142,4
8,24,2000,142,4
8,24,2000,96,125
8,24,2000,96,125
8,24,2000,115,156
8,24,2000,115,156
8,24,2000,59,64
8,24,2000,59,64
8,24,2000,59,110
8,24,2000,59,110
8,24,2000,59,110
8,24,2000,59,110
8,24,2000,59,147
8,24,2000,59,147
8,24,2000,125,96
8,24,2000,125,96
8,24,2000,125,96
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,59
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,147
8,24,2000,164,164
8,24,2000,164,164
8,24,2000,164,164
8,24,2000,164,164
8,24,2000,164,164
8,24,2000,164,164
8,24,2000,164,164
8,24,2000,164,164
8,24,2000,164,164
8,24,2000,164,164
8,24,2000,164,164
8,24,2000,164,164
8,24,2000,179,179
8,24,2000,179,179
8,24,2000,179,179
